comment_phrase,comment_sentiment,clean_text,encoded_label
අනේ කියන්න බෑ වාසනාවන්ත දරු පැටියා. මෙහෙම කරන එවුන්ට දෙන්න දඩුවම් ශ්‍රී ලංකාවේ තාම නෑ. මොක ද දරුවගේ අප්පා දේශපාලකයෙක් වෙන්න ඇති. අප්පා නැති කල අම්මා කවර කල කියල තමයි දැන් කියන්න වෙන්නේ.,NEUTRAL,අනේ කියන්න බෑ වාසනාවන්ත දරු පැටියා මෙහෙම කරන එවුන්ට දෙන්න දඩුවම් ශ්රී ලංකාවේ තාම නෑ මොක ද දරුවගේ අප්පා දේශපාලකයෙක් වෙන්න ඇති අප්පා නැති කල අම්මා කවර කල කියල තමයි දැන් කියන්න වෙන්නේ,1
හැමදේටම රජයට බණින මෝඩයෝ ඉන්නෙ ලංකාවේ විතරයි. ඇයි මේ දේ කළේ රජයෙන්ද නැතිනම් වෙන කෙනෙක්ද ?,NEGATIVE,හැමදේටම රජයට බණින මෝඩයෝ ඉන්නෙ ලංකාවේ විතරයි ඇයි මේ දේ කළේ රජයෙන්ද නැතිනම් වෙන කෙනෙක්ද,0
මොකක්ද වෙන්නේ අපේ සංස්කෘතියට,NEUTRAL,මොකක්ද වෙන්නේ අපේ සංස්කෘතියට,1
පවක පිනක වෙනස දන්නේ නැති මිනිස්සු,NEGATIVE,පවක පිනක වෙනස දන්නේ නැති මිනිස්සු,0
"පුතේ, නුඹේ අනාගතය සැපවත් එකක් වේවා !!!!!!!!!!!!",POSITIVE,පුතේ නුඹේ අනාගතය සැපවත් එකක් වේවා,2
මට තව කියන්න තියෙන්නේ ජනාධිපති නිදි අනේ. අපි පත් කරපු ආඩම්භරකාර තාත්තා අපිට වැරදුනා. අපි අතරමං වුනා. එයාට හොදටම නින්ද ගිහින්. අපි මොනවා හරි කරමු මේකට. නැත්නම් අපේ ජාතිය ඉවරයි.,NEUTRAL,මට තව කියන්න තියෙන්නේ ජනාධිපති නිදි අනේ අපි පත් කරපු ආඩම්භරකාර තාත්තා අපිට වැරදුනා අපි අතරමං වුනා එයාට හොදටම නින්ද ගිහින් අපි මොනවා හරි කරමු මේකට නැත්නම් අපේ ජාතිය ඉවරයි,1
ලංකාවේ මිනිස්සුන්ට මේ වගේ දේවල් කරන්න පුලුවන්ද දෙයියනේ. තිරිසන් සතෙක් උනත් තමන්ගේ පැටියට ආදරෙයි. මේ ආත්මෙදිම මේ කරපු පව පල දෙන්න ඕනේ.,NEGATIVE,ලංකාවේ මිනිස්සුන්ට මේ වගේ දේවල් කරන්න පුලුවන්ද දෙයියනේ තිරිසන් සතෙක් උනත් තමන්ගේ පැටියට ආදරෙයි මේ ආත්මෙදිම මේ කරපු පව පල දෙන්න ඕනේ,0
"අනේ දෙයියනේ, මෙහෙම අපරාධ කරන්න එපා. මෝඩ ගෑනුන්ගෙ වැරදිවලට අසරණ ළමයි පලි නැහැ.",NEGATIVE,අනේ දෙයියනේ මෙහෙම අපරාධ කරන්න එපා මෝඩ ගෑනුන්ගෙ වැරදිවලට අසරණ ළමයි පලි නැහැ,0
මතු ආත්මයක දරුවන් නොලැබේවා. ගල් ගහන්න ඔය අම්මට,NEGATIVE,මතු ආත්මයක දරුවන් නොලැබේවා ගල් ගහන්න ඔය අම්මට,0
බුදු සරණයි පුතේ නුඹට .,POSITIVE,බුදු සරණයි පුතේ නුඹට,2
මට මෙය පිළිකුලක්,NEGATIVE,මට මෙය පිළිකුලක්,0
මේ සිදුවීමේ ආසන්නම අවස්ථාව සැලකිල්ලට අරන් අපි දරුවා විසිකළ අම්මාට දෙස් දෙවොල් තියනවා.. ඒක වැරදියි කියලා මම කියන්නේ නෑ.. ඒත් සමාජ‍යයේ අපි බහුතරයක් යුතුකම් ඉටු නොකිරීමක ප්‍රතිඵල තමයි මේ කියලා මට හි‍තෙනවා..තව හිතලා බලන්න..,NEUTRAL,මේ සිදුවීමේ ආසන්නම අවස්ථාව සැලකිල්ලට අරන් අපි දරුවා විසිකළ අම්මාට දෙස් දෙවොල් තියනවා ඒක වැරදියි කියලා මම කියන්නේ නෑ ඒත් සමාජයයේ අපි බහුතරයක් යුතුකම් ඉටු නොකිරීමක ප්රතිඵල තමයි මේ කියලා මට හිතෙනවාතව හිතලා බලන්න,1
ආදර‍යේ උල්පත වූ අමිමා.............ගී‍යෙහි අරැත ‍බොද වී යන වගයි.........,NEGATIVE,ආදරයේ උල්පත වූ අමිමාගීයෙහි අරැත බොද වී යන වගයි,0
ජාතික ලැයිස්තුවෙ ඉන්නේ 25 නේද?,NEUTRAL,ජාතික ලැයිස්තුවෙ ඉන්නේ නේද,1
"මාගේ අනුමානය මෙසේය. එජාපය - ආසන 120 සන්දානය - ආසන 75දෙමල සන්දානය - ආසන 12, ජනතා විමුක්ති පෙරමුණ - ආසන 10, ප්‍රජාතන්ත්‍රවාදී පක්ෂය - අසන 5 වෙනත් -ආසන 3.",NEUTRAL,මාගේ අනුමානය මෙසේය එජාපය ආසන සන්දානය ආසන දෙමල සන්දානය ආසන ජනතා විමුක්ති පෙරමුණ ආසන ප්රජාතන්ත්රවාදී පක්ෂය අසන වෙනත් ආසන,1
මගේ අනුමානය එජාපය අසන 84 සන්දානය 118 දෙමල සන්දානය 12 ජවිපෙ 4 ප්‍රජාතන්ත්‍රවාදී පක්ෂය 1 වෙනත් 6.,NEUTRAL,මගේ අනුමානය එජාපය අසන සන්දානය දෙමල සන්දානය ජවිපෙ ප්රජාතන්ත්රවාදී පක්ෂය වෙනත්,1
මෙවර විපක්ෂය ජවිපෙ. ප්‍රධාන පක්ෂ දෙකටම මෙවර පැහැදිළි ජයක් ලැබෙන්නේ නැහැ. හවුල් ආණ්ඩුවක් හදා ගනී. අවුරුදු 67 ක් ද්ව්ත්ව පාලන ක්‍රමයේ වෙනසක ආරම්භය මේ මැතිවරණයෙන් දැකිය හැකියි. ජවිපෙට තීරණාත්මක බලයක් ලැබෙන බවට ඈත ගම්මානවලින් මෙන්ම ලොව පුරා වෙසෙන ශ්‍රී ලාංකිකයන්ගේ ප්‍රතිචාර වලින් පෙනෙනවා.,NEUTRAL,මෙවර විපක්ෂය ජවිපෙ ප්රධාන පක්ෂ දෙකටම මෙවර පැහැදිළි ජයක් ලැබෙන්නේ නැහැ හවුල් ආණ්ඩුවක් හදා ගනී අවුරුදු ක් ද්ව්ත්ව පාලන ක්රමයේ වෙනසක ආරම්භය මේ මැතිවරණයෙන් දැකිය හැකියි ජවිපෙට තීරණාත්මක බලයක් ලැබෙන බවට ඈත ගම්මානවලින් මෙන්ම ලොව පුරා වෙසෙන ශ්රී ලාංකිකයන්ගේ ප්රතිචාර වලින් පෙනෙනවා,1
